"Alzheimer"	"Parkinson"	"Autism"	"Schizophrenia"
"MIR132"	"MT-ND1"	"ALG13"	"ZBTB20"
"MIR134"	"MT-ND4"	"ALG14"	"ZDHHC9"
"MIR135A1"	"MT-ND5"	"ANKRD11"	"ABCB7"
"MIR135A2"	"MT-ND6"	"AP3B2"	"ADGRV1"
"MIR136"	"MT-TC"	"ARCN1"	"AMACR"
"MIR138-1"	"MT-TF"	"ARL6"	"APOL2"
"MIR138-2"	"MT-TH"	"ARNT2"	"APOL4"
"MIR139"	"MT-TK"	"ARVCF"	"ARSA"
"MIR181A1"	"MT-TL1"	"ASCC3"	"ARSG"
"MIR181A2"	"MT-TQ"	"ASXL3"	"ARVCF"
"MIR181B1"	"MT-TS2"	"ATP1A2"	"ATG7"
"MIR181B2"	"MT-TV"	"ATP1A3"	"ATP2A2"
"MIR181D"	"MT-TW"	"ATP6V1A"	"CAT"
"MIR182"	"MTFMT"	"ATRX"	"CDH23"
"MIR184"	"NDUFAF1"	"BAZ1B"	"CEP78"
"MIR199B"	"PRKAG2"	"BBIP1"	"CHI3L1"
"MIR21"	"TCAP"	"BBS1"	"CHRNA7"
"MIR218-1"	"TNNI3"	"BBS10"	"CIB2"
"MIR218-2"	"TSC1"	"BBS12"	"CLRN1"
"MIR219A2"	"TSC2"	"BBS2"	"CNTNAP2"
"MIR29A"	"APAF1"	"BBS4"	"COMT"
"MIR29B1"	"ATP5F1A"	"BBS5"	"DAOA"
"MIR29C"	"ATP5F1B"	"BBS7"	"DNAJC13"
"MIR30C2"	"ATP5F1C"	"BBS9"	"DNMT3A"
"MIR3176"	"ATP5F1D"	"BCKDK"	"DRD3"
"MIR3200"	"ATP5F1E"	"BRD4"	"DSG4"
"MIR323A"	"ATP5MC1"	"BUD23"	"EIF4G1"
"MIR326"	"ATP5MC1P5"	"CACNA1A"	"ESPN"
"MIR329-1"	"ATP5MC2"	"CACNA1B"	"FLI1"
"MIR329-2"	"ATP5MC3"	"CACNA1C"	"FTSJ1"
"MIR33B"	"ATP5PB"	"CACNA2D1"	"GBA1"
"MIR34B"	"ATP5PD"	"CASZ1"	"GIGYF2"
"MIR34C"	"ATP5PF"	"CDK13"	"GJA5"
"MIR375"	"ATP5PO"	"CDK19"	"GJA8"
"MIR377"	"CASP3"	"CELF2"	"GP1BB"
"MIR381"	"CASP9"	"CEP19"	"HARS1"
"MIR410"	"COX4I1"	"CEP290"	"HIRA"
"MIR431"	"COX4I2"	"CFAP418"	"HTR2A"
"MIR433"	"COX5A"	"CHD1"	"JMJD1C"
"MIR488"	"COX5B"	"CHD7"	"KRT81"
"MIR495"	"COX6A1"	"CHD8"	"KRT83"
"MIR598"	"COX6A2"	"CHRNA7"	"KRT86"
"MIR671"	"COX6B1"	"CLIP2"	"LRRK2"
"MIR708"	"COX6B2"	"CLTC"	"MED12"
"MIR760"	"COX6C"	"CNKSR2"	"MSTO1"
"MIR769"	"COX6CP3"	"CNTNAP2"	"MT-TE"
"MIR873"	"COX7A1"	"COMT"	"MT-TS2"
"MIR874"	"COX7A2"	"CREBBP"	"MTHFR"
"MIR887"	"COX7A2L"	"CYFIP2"	"MYO7A"
"MIR9-1"	"COX7B"	"CYP27A1"	"NIPA1"
"MIR9-2"	"COX7B2"	"DALRD3"	"NIPA2"
"MIR9-3"	"COX7C"	"DEAF1"	"NKX2-1"
"MIR95"	"COX8A"	"DHCR7"	"PCDH15"
"ADAMTS2"	"COX8C"	"DHDDS"	"PDZD7"
"ADIRF"	"CYC1"	"DICER1"	"PRODH"
"DEFB4A"	"CYCS"	"DNAJC30"	"PSAP"
"EIF2S3"	"GPR37"	"DNM1"	"RBM12"
"ELN"	"MT-ATP6"	"DOCK7"	"RREB1"
"FADS2"	"MT-ATP8"	"DPAGT1"	"RTN4R"
"HSPA2"	"MT-ND2"	"DPYD"	"SEC24C"
"IFITM1"	"MT-ND3"	"DPYS"	"SETD1A"
"MAF"	"MT-ND4L"	"DYRK1A"	"SHANK3"
"NR4A2"	"NDUFA1"	"EEF1A2"	"SLC12A2"
"NUPR1"	"NDUFA10"	"EHMT1"	"SNCA"
"PDE1A"	"NDUFA2"	"EIF4A2"	"SYN2"
"PDE1B"	"NDUFA3"	"EIF4H"	"TBX1"
"REM1"	"NDUFA4"	"ELN"	"TPM2"
"ABTB2"	"NDUFA4L2"	"EP300"	"TUBG1"
"APEX2"	"NDUFA5"	"ERI1"	"UFD1"
"CBFA2T3"	"NDUFA6"	"EXT2"	"UPF3B"
"CYP11B1"	"NDUFA7"	"FBXO28"	"USH1C"
"ENTPD1"	"NDUFA8"	"FGF12"	"USH1G"
"FKBP1A"	"NDUFA9"	"FGFR1"	"USH2A"
"FOXO4"	"NDUFAB1"	"FKBP6"	"VPS35"
"H2AC7"	"NDUFB1"	"FLCN"	"WFS1"
"NRG1"	"NDUFB10"	"FLG"	"WHRN"
"PSPHP1"	"NDUFB2"	"FMR1"	"ZBTB20"
"STEAP2-AS1"	"NDUFB3"	"FOXG1"	"ZDHHC9"
"TGM2"	"NDUFB4"	"FTCD"	"ABCB7"
